year,Pakistan,Afghanistan,Iran,Azerbaijan,Turkey,Iraq,Qatar,United_Arab_Emirates
1,4.22967081104681,3.39101056767699,50.7273250334537,12.142059307192,19.6819950548195,79.0388368657995,72.7382894002304,108.898947712743
2,0,2.52354274803869,46.096014331398,22.8907675463456,18.3162060547329,56.1183373434032,73.0913878924646,112.174104034931
3,3.07528467266067,0,46.7352316939213,23.189342775211,20.1088041173465,59.628913296889,62.8515316176748,115.551608992187
4,3.0983723954284,0.26286903625403,49.9554399164444,21.3978914020187,19.8649132244739,81.7608051775602,72.7382894002304,110.024782698495
5,3.05219694989295,2.02409157915603,52.9706161547619,19.0092895710957,19.6941895994631,89.5960036824416,75.2099788458693,111.457663589453
6,2.69202847471648,1.7875094465274,48.4719732071922,18.1135638844996,19.2795750815797,99.7970251124981,84.0374411517226,107.056672281513
7,2.8813478014118,1.62978802477499,50.0639862610238,14.2320859092497,18.4259569565255,106.131325202483,88.6277215507662,108.591901807538
8,5.130091998988,3.81160102568344,47.0608707276596,9.65393239998053,19.5478550637395,96.8715451512599,68.5011074934209,95.3889278837189
9,0,1.15662375951773,44.0577551942954,12.9382599174997,17.4260042957479,81.6590493528215,56.1426602652264,106.544929106171
10,2.91828815784016,0.184008325377821,42.4898635503703,10.7487082391536,18.3162060547329,93.4118471101435,61.7922361409724,125.991169769161
11,2.55350213811014,0.131434518127015,42.8396239940151,14.3316109855381,17.584533376115,121.725405343692,72.3851909079963,120.873738015742
12,2.88596534596535,0.446877361631851,46.1321964462578,7.96200610307673,17.157724313588,114.297230137765,70.2665999545915,118.51971940917
13,2.50732669257469,0.368016650755642,43.2014451426132,10.9477583917305,16.9626115992899,119.334143462332,80.1533577371471,112.583498575205
14,3.44930578149778,0.394303554381045,44.3472121131738,5.77245442473063,17.4016152064606,120.173629016426,78.3878652759765,101.836891893026
15,3.11684257364257,0.315442843504836,42.3571957958843,3.78195289896145,17.2186970368061,104.706743656141,80.1533577371471,64.0702455527983
16,2.61353021730622,0,40.5480900528938,12.7392097649228,17.8893969922058,88.5530064788697,82.625047182786,87.0986884431811
17,3.20457592015992,0.920041626889105,38.6424986702771,10.7487082391536,18.4259569565255,108.624342908582,70.6196984468257,110.331828603701
18,2.61353021730622,0.157721421752418,42.9722917485011,10.0520327051344,20.3039168316446,116.841125756233,79.4471607526789,103.167424148915
19,3.68480055372855,0.420590458006448,42.4657421404637,16.1230623587304,20.9868113316879,113.737573101702,88.2746230585321,102.553332338505
20,3.6894180982821,0.657172590635075,43.4788413565384,14.530661138115,21.5477603852949,128.593923513555,91.0994109964051,110.843571779042
21,2.4565337024857,1.86637015740361,44.7693367865383,9.75345747626899,20.6331695370226,120.173629016426,110.519828069282,87.2010370782494
22,2.68741093016293,0.78860710876209,40.2948152488751,9.15630701853824,21.2550913138478,97.2022515816608,80.5064562293813,69.4947232114218
23,2.9229057023937,0,37.3520032402772,14.530661138115,18.5235133136746,87.4591313629285,81.2126532138495,68.9829800360799
24,2.95522851426851,3.28586295317538,34.3127055920532,14.7297112906919,18.7552096619036,99.3900018135432,80.8595547216154,82.8000457703096
25,2.97831623703624,1.23548447039394,36.7730894025203,11.6444339257497,21.5965385638694,109.514706375046,79.0940622604447,88.5315693341382
26,3.47239350426551,0,33.9508844434551,11.8434840783266,20.0966095727029,110.048924454924,86.1560321051273,80.4460271637371
27,2.51656178168178,0.446877361631851,35.9529614656979,14.0330357566727,21.5965385638694,110.837532096649,82.9781456750201,86.1775507275657
28,3.07066712810713,1.05147614501612,32.6242068985954,11.3458586968843,21.2428967692042,107.454150924087,84.3905396439567,68.9829800360799
29,1.865487999632,2.6024034589149,31.5869862726142,7.56390579792289,20.9258386084698,106.055008333929,82.9781456750201,79.5248894481218
30,2.48885651436052,1.97151777190523,25.1948126473811,15.4263868247112,18.6210696708236,89.8249542881037,76.6223728148058,65.5031264437554
31,2.42882843516444,0.920041626889105,25.7978478950446,13.435885298942,18.4015678672383,104.452354094294,83.3312441672543,103.065075513846
32,2.69664601927002,0.893754723263702,27.8964105569135,16.2225874350188,20.3770840995064,108.217319609627,82.9781456750201,95.2865792486505
33,2.38265298962899,0.736033301511284,24.881234318596,14.1325608329612,18.4381515011692,116.942881580972,72.7382894002304,95.1842306135821
34,0.905038732494733,0.630885687009672,27.8964105569135,17.4168883504803,20.4014731887937,107.937491091596,94.2772974265123,90.3738447653688
35,1.96707397980998,0.683459494260478,27.7637428024276,13.8339856040958,21.4745931174331,124.498251567822,81.5657517060837,65.9125209840289
36,1.5237897026697,2.52354274803869,25.9546370594371,8.85773178967286,20.7673095281026,109.743656980708,89.3339185352345,48.1038584821329
37,1.81931255409655,1.94523086827982,24.0249242669139,13.6349354515189,19.2429914476488,92.8776290302652,81.5657517060837,52.5048497900727
38,2.23489156391556,0.52573807250806,22.8429751814934,16.0235372824419,20.4014731887937,118.138512521652,80.1533577371471,72.1557877231994
39,2.36880035596836,0.420590458006448,24.4349882353251,13.1373100700766,19.6576059655322,128.110583346046,76.6223728148058,62.6373646618411
40,2.29953718766519,1.18291066314314,24.0490456768204,16.6206877401727,20.0234423048411,120.962236658152,75.5630773381035,62.8420619319779
41,1.95783889070289,0.998902337765314,22.4087898031757,15.3268617484227,19.4624932512341,100.382121104746,74.8568803536352,75.2262467752504
42,2.03633714811315,0.236582132628627,20.2861057314002,14.2320859092497,19.169824179787,86.5942068526494,76.2692743225717,58.7481165292432
43,1.38526336606337,0.893754723263702,19.8036775332694,12.5401596123458,19.3527423494415,95.5741583858412,71.6789939235281,55.370611571987
